,loss,accuracy,val_loss,val_accuracy
0,0.3624614477157593,0.8322610259056091,0.2089145928621292,0.9226762652397156
1,0.1955287754535675,0.9197139143943787,0.17114724218845367,0.9366987347602844
2,0.1667194813489914,0.9330192804336548,0.16462455689907074,0.9362980723381042
3,0.12636826932430267,0.9525896906852722,0.1462484449148178,0.9411057829856873
4,0.11019136011600494,0.9580652713775635,0.1383107453584671,0.9471153616905212
5,0.08609228581190109,0.9673713445663452,0.16021281480789185,0.9503205418586731
6,0.07726413011550903,0.9715073704719543,0.16733475029468536,0.9527243375778198
7,0.06571993976831436,0.9756603837013245,0.18474143743515015,0.9535256624221802
8,0.05206562206149101,0.9808134436607361,0.24565929174423218,0.9535256624221802
9,0.04657769203186035,0.9833409786224365,0.2290637195110321,0.9539262652397156
10,0.041067373007535934,0.9882339239120483,0.18754737079143524,0.9575320482254028
11,0.031582944095134735,0.9890854954719543,0.24798716604709625,0.9366987347602844
12,0.03049173578619957,0.9911177754402161,0.2807161211967468,0.9539262652397156
13,0.02969658374786377,0.9908088445663452,0.27216416597366333,0.9491186141967773
14,0.026553913950920105,0.9911177754402161,0.27190396189689636,0.9567307829856873
15,0.02350146323442459,0.992963433265686,0.24726128578186035,0.9591346383094788
16,0.02002248726785183,0.9936555624008179,0.27687564492225647,0.957932710647583
17,0.016547132283449173,0.9956165552139282,0.5381702184677124,0.9362980723381042
18,0.02697719633579254,0.9943704009056091,0.2159997969865799,0.9607371687889099
19,0.022753072902560234,0.9937708973884583,0.315764844417572,0.9603365659713745
20,0.016404079273343086,0.9954044222831726,0.30033037066459656,0.9567307829856873
21,0.012750242836773396,0.9961933493614197,0.37819424271583557,0.9599359035491943
22,0.017423469573259354,0.9957490563392639,0.3568028211593628,0.9587339758872986
23,0.0144910654053092,0.9952704906463623,0.3088468015193939,0.9603365659713745
