,loss,accuracy,val_loss,val_accuracy
0,0.989611804485321,0.5083869695663452,0.9285444617271423,0.4895833432674408
1,0.9391458630561829,0.510554850101471,1.012215256690979,0.4971955120563507
2,0.936508059501648,0.5110294222831726,0.7591518759727478,0.5196313858032227
3,0.9166675806045532,0.5220588445663452,0.8384705781936646,0.5244390964508057
4,0.9199776649475098,0.5306755304336548,0.9200441241264343,0.5012019276618958
5,0.905340313911438,0.5358455777168274,0.7923694252967834,0.5272436141967773
6,0.9142529964447021,0.5329334139823914,0.71827232837677,0.5540865659713745
7,0.9148604273796082,0.527627170085907,0.8283407688140869,0.536057710647583
8,0.9100900888442993,0.5366247296333313,0.84039306640625,0.520432710647583
9,0.8968129754066467,0.5422794222831726,0.9379287362098694,0.5244390964508057
10,0.8949970006942749,0.5417049527168274,0.6652384996414185,0.6081730723381042
11,0.8765156269073486,0.5520821213722229,0.9037408828735352,0.5224359035491943
12,0.8937838077545166,0.5435459613800049,0.7423694729804993,0.5488781929016113
13,0.9112304449081421,0.5315946936607361,0.9783800840377808,0.5224359035491943
14,0.8748396039009094,0.5512746572494507,1.1886485815048218,0.504807710647583
15,0.9047877192497253,0.5410081744194031,0.8922798037528992,0.5184294581413269
