,loss,accuracy,val_loss,val_accuracy
0,0.7567263245582581,0.5831801295280457,0.6208406090736389,0.6526442170143127
1,0.5802845358848572,0.6918906569480896,0.6028527617454529,0.6919070482254028
2,0.5493622422218323,0.7252987027168274,0.5929058194160461,0.6730769276618958
3,0.5091531276702881,0.7541815638542175,0.5793207883834839,0.6975160241127014
4,0.4920600354671478,0.7690716981887817,0.5794166922569275,0.7071313858032227
5,0.45927679538726807,0.7906333208084106,0.5710996389389038,0.7111378312110901
6,0.43556636571884155,0.8020532727241516,0.586550772190094,0.7075320482254028
7,0.4108359217643738,0.8218060731887817,0.5631729960441589,0.7279647588729858
8,0.4060148298740387,0.8211167454719543,0.5736947655677795,0.7239583134651184
9,0.38385945558547974,0.8328354954719543,0.5825358629226685,0.7179487347602844
10,0.3637373745441437,0.8454262018203735,0.5722060799598694,0.7183493375778198
11,0.3502860963344574,0.8522320985794067,0.5901568531990051,0.7151442170143127
12,0.3366793692111969,0.8565027713775635,0.5949559807777405,0.7211538553237915
