,loss,accuracy,val_loss,val_accuracy
0,0.7230677604675293,0.5803079009056091,0.6820765733718872,0.5813301205635071
1,0.6009672284126282,0.6786249876022339,0.6133955717086792,0.6758813858032227
2,0.5609951615333557,0.7135770916938782,0.611974835395813,0.6594551205635071
3,0.5215917229652405,0.7411466240882874,0.5693315267562866,0.7059294581413269
4,0.49138692021369934,0.7704503536224365,0.584100604057312,0.6979166865348816
5,0.4848010241985321,0.7758501768112183,0.582030177116394,0.7011218070983887
6,0.44822341203689575,0.7951321005821228,0.5561811923980713,0.7155448794364929
7,0.42443719506263733,0.8098973631858826,0.5549148917198181,0.7267628312110901
8,0.4055787920951843,0.8235090374946594,0.5468299984931946,0.7259615659713745
9,0.38496682047843933,0.8327373266220093,0.5514045357704163,0.7311698794364929
10,0.3640030324459076,0.8431755304336548,0.5698840022087097,0.723557710647583
11,0.3548348844051361,0.8510785698890686,0.5537018179893494,0.7415865659713745
12,0.3425195813179016,0.8581112027168274,0.5802907943725586,0.7211538553237915
13,0.3262636065483093,0.8671126961708069,0.5687031149864197,0.7347756624221802
14,0.3187112808227539,0.8757641911506653,0.5722910165786743,0.75
15,0.30036792159080505,0.8818933963775635,0.6110115647315979,0.7263621687889099
16,0.2863100469112396,0.8903952240943909,0.6142748594284058,0.7135416865348816
17,0.25953760743141174,0.9041411876678467,0.6120440363883972,0.7243589758872986
18,0.2665614187717438,0.898322582244873,0.6343459486961365,0.7283653616905212
19,0.2525859773159027,0.9105009436607361,0.6208987236022949,0.7267628312110901
